"","country","year","sex","age","suicides_no","population"
"6515","Canada",2006,"male","55-74 years",599,2910932
"6516","Canada",2006,"male","75+ years",188,806380
"6517","Canada",2007,"female","15-24 years",116,2206555
"6518","Canada",2007,"female","25-34 years",113,2212210
"6519","Canada",2007,"female","35-54 years",400,5030803
"6520","Canada",2007,"female","5-14 years",15,1890517
"6521","Canada",2007,"female","55-74 years",188,3170541
"6522","Canada",2007,"female","75+ years",52,1269438
"6523","Canada",2007,"male","15-24 years",359,2318148
"6524","Canada",2007,"male","25-34 years",404,2250433
"6525","Canada",2007,"male","35-54 years",1224,5064536
"6526","Canada",2007,"male","5-14 years",18,1986129
"6527","Canada",2007,"male","55-74 years",539,3006062
"6528","Canada",2007,"male","75+ years",183,837259
"6529","Canada",2008,"female","15-24 years",119,2227003
"6530","Canada",2008,"female","25-34 years",118,2251723
"6531","Canada",2008,"female","35-54 years",413,5038500
"6532","Canada",2008,"female","5-14 years",9,1861517
"6533","Canada",2008,"female","55-74 years",231,3276332
"6534","Canada",2008,"female","75+ years",38,1296269
"6535","Canada",2008,"male","15-24 years",344,2341539
"6536","Canada",2008,"male","25-34 years",395,2286010
"6537","Canada",2008,"male","35-54 years",1241,5076969
"6538","Canada",2008,"male","5-14 years",16,1959155
"6539","Canada",2008,"male","55-74 years",589,3107189
"6540","Canada",2008,"male","75+ years",192,866435
"6541","Canada",2009,"female","15-24 years",130,2238546
"6542","Canada",2009,"female","25-34 years",119,2293665
"6543","Canada",2009,"female","35-54 years",402,5043261
"6544","Canada",2009,"female","5-14 years",12,1837414
"6545","Canada",2009,"female","55-74 years",192,3389717
"6546","Canada",2009,"female","75+ years",46,1322098
"6547","Canada",2009,"male","15-24 years",349,2355316
"6548","Canada",2009,"male","25-34 years",437,2325144
"6549","Canada",2009,"male","35-54 years",1328,5085328
"6550","Canada",2009,"male","5-14 years",13,1937420
"6551","Canada",2009,"male","55-74 years",680,3216246
"6552","Canada",2009,"male","75+ years",182,893202
"6553","Canada",2010,"female","15-24 years",115,2239759
"6554","Canada",2010,"female","25-34 years",154,2335884
"6555","Canada",2010,"female","35-54 years",402,5044926
"6556","Canada",2010,"female","5-14 years",13,1820274
"6557","Canada",2010,"female","55-74 years",237,3510692
"6558","Canada",2010,"female","75+ years",49,1347679
"6559","Canada",2010,"male","15-24 years",371,2357806
"6560","Canada",2010,"male","25-34 years",409,2366854
"6561","Canada",2010,"male","35-54 years",1292,5088099
"6562","Canada",2010,"male","5-14 years",19,1922599
"6563","Canada",2010,"male","55-74 years",690,3333897
"6564","Canada",2010,"male","75+ years",200,917671
"6565","Canada",2011,"female","15-24 years",135,2248192
"6566","Canada",2011,"female","25-34 years",134,2370185
"6567","Canada",2011,"female","35-54 years",390,5032043
"6568","Canada",2011,"female","5-14 years",18,1815461
"6569","Canada",2011,"female","55-74 years",215,3629587
"6570","Canada",2011,"female","75+ years",55,1368680
"6571","Canada",2011,"male","15-24 years",364,2356694
"6572","Canada",2011,"male","25-34 years",410,2400784
"6573","Canada",2011,"male","35-54 years",1127,5074280
"6574","Canada",2011,"male","5-14 years",13,1920567
"6575","Canada",2011,"male","55-74 years",683,3455517
"6576","Canada",2011,"male","75+ years",184,943428
"6577","Canada",2012,"female","15-24 years",137,2255895
"6578","Canada",2012,"female","25-34 years",129,2403433
"6579","Canada",2012,"female","35-54 years",385,5018897
"6580","Canada",2012,"female","5-14 years",17,1816079
"6581","Canada",2012,"female","55-74 years",241,3756013
"6582","Canada",2012,"female","75+ years",45,1389078
"6583","Canada",2012,"male","15-24 years",381,2358461
"6584","Canada",2012,"male","25-34 years",419,2431632
"6585","Canada",2012,"male","35-54 years",1205,5056024
"6586","Canada",2012,"male","5-14 years",17,1921981
"6587","Canada",2012,"male","55-74 years",770,3586361
"6588","Canada",2012,"male","75+ years",180,967342
"6589","Canada",2013,"female","15-24 years",138,2261173
"6590","Canada",2013,"female","25-34 years",135,2433660
"6591","Canada",2013,"female","35-54 years",400,5003771
"6592","Canada",2013,"female","5-14 years",20,1823010
"6593","Canada",2013,"female","55-74 years",255,3887315
"6594","Canada",2013,"female","75+ years",65,1410630
"6595","Canada",2013,"male","15-24 years",300,2362807
"6596","Canada",2013,"male","25-34 years",439,2456335
"6597","Canada",2013,"male","35-54 years",1244,5032714
"6598","Canada",2013,"male","5-14 years",15,1927751
"6599","Canada",2013,"male","55-74 years",812,3724622
"6600","Canada",2013,"male","75+ years",231,991048
"6601","Cayman Islands",1994,"female","15-24 years",0,2800
"6602","Cayman Islands",1994,"female","25-34 years",0,3600
"6603","Cayman Islands",1994,"female","35-54 years",0,4200
"6604","Cayman Islands",1994,"female","5-14 years",0,2300
"6605","Cayman Islands",1994,"female","55-74 years",0,1600
"6606","Cayman Islands",1994,"female","75+ years",0,700
"6607","Cayman Islands",1994,"male","15-24 years",0,2700
"6608","Cayman Islands",1994,"male","25-34 years",0,3400
"6609","Cayman Islands",1994,"male","35-54 years",0,4000
"6610","Cayman Islands",1994,"male","5-14 years",0,2400
"6611","Cayman Islands",1994,"male","55-74 years",0,1400
"6612","Cayman Islands",1994,"male","75+ years",0,300
"6613","Chile",1980,"female","15-24 years",33,1153000
"6614","Chile",1980,"female","25-34 years",16,853000
"6615","Chile",1980,"female","35-54 years",14,1127000
"6616","Chile",1980,"female","5-14 years",1,1157000
"6617","Chile",1980,"female","55-74 years",13,569000
"6618","Chile",1980,"female","75+ years",3,124000
"6619","Chile",1980,"male","15-24 years",127,1174000
"6620","Chile",1980,"male","25-34 years",103,852000
"6621","Chile",1980,"male","35-54 years",144,1083000
"6622","Chile",1980,"male","5-14 years",4,1191000
"6623","Chile",1980,"male","55-74 years",65,481000
"6624","Chile",1980,"male","75+ years",16,76000
"6625","Chile",1981,"female","15-24 years",43,1167000
"6626","Chile",1981,"female","25-34 years",26,877000
"6627","Chile",1981,"female","35-54 years",32,1156000
"6628","Chile",1981,"female","5-14 years",1,1158000
"6629","Chile",1981,"female","55-74 years",8,585000
"6630","Chile",1981,"female","75+ years",4,128000
"6631","Chile",1981,"male","15-24 years",121,1189000
"6632","Chile",1981,"male","25-34 years",109,877000
"6633","Chile",1981,"male","35-54 years",188,1111000
"6634","Chile",1981,"male","5-14 years",10,1193000
"6635","Chile",1981,"male","55-74 years",88,494000
"6636","Chile",1981,"male","75+ years",20,78000
"6637","Chile",1982,"female","15-24 years",28,1176000
"6638","Chile",1982,"female","25-34 years",19,903000
"6639","Chile",1982,"female","35-54 years",20,1184000
"6640","Chile",1982,"female","5-14 years",2,1162000
"6641","Chile",1982,"female","55-74 years",8,600000
"6642","Chile",1982,"female","75+ years",6,132000
"6643","Chile",1982,"male","15-24 years",140,1198000
"6644","Chile",1982,"male","25-34 years",99,904000
"6645","Chile",1982,"male","35-54 years",186,1137000
"6646","Chile",1982,"male","5-14 years",9,1197000
"6647","Chile",1982,"male","55-74 years",108,507000
"6648","Chile",1982,"male","75+ years",21,82000
"6649","Chile",1983,"female","15-24 years",38,1200360
"6650","Chile",1983,"female","25-34 years",16,957696
"6651","Chile",1983,"female","35-54 years",31,1179219
"6652","Chile",1983,"female","5-14 years",4,1237300
"6653","Chile",1983,"female","55-74 years",11,630444
"6654","Chile",1983,"female","75+ years",2,153592
"6655","Chile",1983,"male","15-24 years",134,1224438
"6656","Chile",1983,"male","25-34 years",130,963911
"6657","Chile",1983,"male","35-54 years",150,1103321
"6658","Chile",1983,"male","5-14 years",6,1272027
"6659","Chile",1983,"male","55-74 years",117,504081
"6660","Chile",1983,"male","75+ years",21,92750
"6661","Chile",1984,"female","15-24 years",45,1181700
"6662","Chile",1984,"female","25-34 years",23,957900
"6663","Chile",1984,"female","35-54 years",20,1245500
"6664","Chile",1984,"female","5-14 years",3,1178000
"6665","Chile",1984,"female","55-74 years",14,631700
"6666","Chile",1984,"female","75+ years",0,141700
"6667","Chile",1984,"male","15-24 years",140,1205800
"6668","Chile",1984,"male","25-34 years",147,963500
"6669","Chile",1984,"male","35-54 years",199,1195800
"6670","Chile",1984,"male","5-14 years",10,1213400
"6671","Chile",1984,"male","55-74 years",114,534900
"6672","Chile",1984,"male","75+ years",21,88000
"6673","Chile",1985,"female","15-24 years",27,1216200
"6674","Chile",1985,"female","25-34 years",19,957500
"6675","Chile",1985,"female","35-54 years",40,1252200
"6676","Chile",1985,"female","5-14 years",1,1203800
"6677","Chile",1985,"female","55-74 years",21,633700
"6678","Chile",1985,"female","75+ years",3,141200
"6679","Chile",1985,"male","15-24 years",133,1239900
"6680","Chile",1985,"male","25-34 years",122,962600
"6681","Chile",1985,"male","35-54 years",174,1201800
"6682","Chile",1985,"male","5-14 years",9,1240900
"6683","Chile",1985,"male","55-74 years",100,538000
"6684","Chile",1985,"male","75+ years",34,87600
"6685","Chile",1986,"female","15-24 years",37,1234200
"6686","Chile",1986,"female","25-34 years",26,1018700
"6687","Chile",1986,"female","35-54 years",37,1305400
"6688","Chile",1986,"female","5-14 years",4,1179300
"6689","Chile",1986,"female","55-74 years",15,657700
"6690","Chile",1986,"female","75+ years",3,147500
"6691","Chile",1986,"male","15-24 years",108,1261700
"6692","Chile",1986,"male","25-34 years",124,1024700
"6693","Chile",1986,"male","35-54 years",156,1237100
"6694","Chile",1986,"male","5-14 years",7,1224000
"6695","Chile",1986,"male","55-74 years",116,550000
"6696","Chile",1986,"male","75+ years",21,91400
"6697","Chile",1987,"female","15-24 years",38,1265500
"6698","Chile",1987,"female","25-34 years",29,1044400
"6699","Chile",1987,"female","35-54 years",34,1338500
"6700","Chile",1987,"female","5-14 years",1,1209200
"6701","Chile",1987,"female","55-74 years",23,674400
"6702","Chile",1987,"female","75+ years",0,151300
"6703","Chile",1987,"male","15-24 years",116,1293700
"6704","Chile",1987,"male","25-34 years",147,1050700
"6705","Chile",1987,"male","35-54 years",160,1268600
"6706","Chile",1987,"male","5-14 years",6,1255100
"6707","Chile",1987,"male","55-74 years",120,563900
"6708","Chile",1987,"male","75+ years",19,93700
"6709","Chile",1988,"female","15-24 years",38,1233000
"6710","Chile",1988,"female","25-34 years",19,1090000
"6711","Chile",1988,"female","35-54 years",32,1329000
"6712","Chile",1988,"female","5-14 years",6,1224000
"6713","Chile",1988,"female","55-74 years",19,697000
"6714","Chile",1988,"female","75+ years",3,172000
"6715","Chile",1988,"male","15-24 years",112,1259000
"6716","Chile",1988,"male","25-34 years",160,1095000
"6717","Chile",1988,"male","35-54 years",173,1272000
"6718","Chile",1988,"male","5-14 years",5,1263000
"6719","Chile",1988,"male","55-74 years",101,566000
"6720","Chile",1988,"male","75+ years",29,106000
"6721","Chile",1989,"female","15-24 years",26,1228000
"6722","Chile",1989,"female","25-34 years",23,1117000
"6723","Chile",1989,"female","35-54 years",33,1370000
"6724","Chile",1989,"female","5-14 years",2,1239000
"6725","Chile",1989,"female","55-74 years",12,715000
"6726","Chile",1989,"female","75+ years",3,175000
"6727","Chile",1989,"male","15-24 years",140,1255000
"6728","Chile",1989,"male","25-34 years",162,1123000
"6729","Chile",1989,"male","35-54 years",170,1314000
"6730","Chile",1989,"male","5-14 years",11,1280000
"6731","Chile",1989,"male","55-74 years",109,579000
"6732","Chile",1989,"male","75+ years",34,106000
"6733","Chile",1990,"female","15-24 years",23,1230000
"6734","Chile",1990,"female","25-34 years",27,1162000
"6735","Chile",1990,"female","35-54 years",34,1419000
"6736","Chile",1990,"female","5-14 years",3,1236000
"6737","Chile",1990,"female","55-74 years",19,732000
"6738","Chile",1990,"female","75+ years",3,171000
"6739","Chile",1990,"male","15-24 years",134,1256000
"6740","Chile",1990,"male","25-34 years",148,1167000
"6741","Chile",1990,"male","35-54 years",176,1340000
"6742","Chile",1990,"male","5-14 years",9,1276000
"6743","Chile",1990,"male","55-74 years",145,608000
"6744","Chile",1990,"male","75+ years",22,112000
"6745","Chile",1991,"female","15-24 years",34,1217200
"6746","Chile",1991,"female","25-34 years",29,1171500
"6747","Chile",1991,"female","35-54 years",42,1453200
"6748","Chile",1991,"female","5-14 years",7,1247600
"6749","Chile",1991,"female","55-74 years",16,750400
"6750","Chile",1991,"female","75+ years",5,186300
"6751","Chile",1991,"male","15-24 years",142,1243900
"6752","Chile",1991,"male","25-34 years",143,1178100
"6753","Chile",1991,"male","35-54 years",222,1404000
"6754","Chile",1991,"male","5-14 years",5,1289100
"6755","Chile",1991,"male","55-74 years",111,617200
"6756","Chile",1991,"male","75+ years",31,112500
"6757","Chile",1992,"female","15-24 years",29,1218000
"6758","Chile",1992,"female","25-34 years",25,1205000
"6759","Chile",1992,"female","35-54 years",27,1512000
"6760","Chile",1992,"female","5-14 years",3,1273000
"6761","Chile",1992,"female","55-74 years",12,769000
"6762","Chile",1992,"female","75+ years",0,183000
"6763","Chile",1992,"male","15-24 years",94,1245000
"6764","Chile",1992,"male","25-34 years",162,1211000
"6765","Chile",1992,"male","35-54 years",170,1435000
"6766","Chile",1992,"male","5-14 years",6,1316000
"6767","Chile",1992,"male","55-74 years",105,640000
"6768","Chile",1992,"male","75+ years",25,118000
"6769","Chile",1993,"female","15-24 years",26,1209600
"6770","Chile",1993,"female","25-34 years",24,1205200
"6771","Chile",1993,"female","35-54 years",45,1555600
"6772","Chile",1993,"female","5-14 years",3,1290200
"6773","Chile",1993,"female","55-74 years",18,782200
"6774","Chile",1993,"female","75+ years",0,200100
"6775","Chile",1993,"male","15-24 years",118,1237400
"6776","Chile",1993,"male","25-34 years",150,1213100
"6777","Chile",1993,"male","35-54 years",187,1509600
"6778","Chile",1993,"male","5-14 years",9,1334500
"6779","Chile",1993,"male","55-74 years",110,649000
"6780","Chile",1993,"male","75+ years",50,119900
"6781","Chile",1994,"female","15-24 years",18,1206800
"6782","Chile",1994,"female","25-34 years",26,1215800
"6783","Chile",1994,"female","35-54 years",30,1609700
"6784","Chile",1994,"female","5-14 years",4,1313500
"6785","Chile",1994,"female","55-74 years",16,799600
"6786","Chile",1994,"female","75+ years",3,207300
"6787","Chile",1994,"male","15-24 years",135,1235400
"6788","Chile",1994,"male","25-34 years",184,1224400
"6789","Chile",1994,"male","35-54 years",223,1564900
"6790","Chile",1994,"male","5-14 years",2,1359100
"6791","Chile",1994,"male","55-74 years",127,666400
"6792","Chile",1994,"male","75+ years",33,123700
"6793","Chile",1995,"female","15-24 years",32,1219884
"6794","Chile",1995,"female","25-34 years",20,1218604
"6795","Chile",1995,"female","35-54 years",35,1697961
"6796","Chile",1995,"female","5-14 years",4,1343983
"6797","Chile",1995,"female","55-74 years",27,835569
"6798","Chile",1995,"female","75+ years",5,231756
"6799","Chile",1995,"male","15-24 years",149,1250060
"6800","Chile",1995,"male","25-34 years",191,1229397
"6801","Chile",1995,"male","35-54 years",271,1658149
"6802","Chile",1995,"male","5-14 years",10,1390311
"6803","Chile",1995,"male","55-74 years",144,688457
"6804","Chile",1995,"male","75+ years",42,133512
"6805","Chile",1996,"female","15-24 years",35,1220658
"6806","Chile",1996,"female","25-34 years",22,1230619
"6807","Chile",1996,"female","35-54 years",37,1749299
"6808","Chile",1996,"female","5-14 years",4,1361915
"6809","Chile",1996,"female","55-74 years",19,857363
"6810","Chile",1996,"female","75+ years",4,241120
